sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
2561	expected	1281	1281	be	in-a-sentential-complement	the mechanic said the surgeon is short	6
2562	unexpected	1281	1281	be	in-a-sentential-complement	the mechanic said the surgeon are short	6
2563	expected	1282	1282	laugh	in-a-sentential-complement	the mechanic said the farmer laughs	6
2564	unexpected	1282	1282	laugh	in-a-sentential-complement	the mechanic said the farmer laugh	6
2565	expected	1283	1283	swim	in-a-sentential-complement	the mechanic said the farmer swims	6
2566	unexpected	1283	1283	swim	in-a-sentential-complement	the mechanic said the farmer swim	6
2567	expected	1284	1284	smile	in-a-sentential-complement	the mechanic said the farmer smiles	6
2568	unexpected	1284	1284	smile	in-a-sentential-complement	the mechanic said the farmer smile	6
2569	expected	1285	1285	be	in-a-sentential-complement	the mechanic said the farmer is tall	6
2570	unexpected	1285	1285	be	in-a-sentential-complement	the mechanic said the farmer are tall	6
2571	expected	1286	1286	be	in-a-sentential-complement	the mechanic said the farmer is old	6
2572	unexpected	1286	1286	be	in-a-sentential-complement	the mechanic said the farmer are old	6
2573	expected	1287	1287	be	in-a-sentential-complement	the mechanic said the farmer is young	6
2574	unexpected	1287	1287	be	in-a-sentential-complement	the mechanic said the farmer are young	6
2575	expected	1288	1288	be	in-a-sentential-complement	the mechanic said the farmer is short	6
2576	unexpected	1288	1288	be	in-a-sentential-complement	the mechanic said the farmer are short	6
2577	expected	1289	1289	laugh	in-a-sentential-complement	the mechanic said the manager laughs	6
2578	unexpected	1289	1289	laugh	in-a-sentential-complement	the mechanic said the manager laugh	6
2579	expected	1290	1290	swim	in-a-sentential-complement	the mechanic said the manager swims	6
2580	unexpected	1290	1290	swim	in-a-sentential-complement	the mechanic said the manager swim	6
2581	expected	1291	1291	smile	in-a-sentential-complement	the mechanic said the manager smiles	6
2582	unexpected	1291	1291	smile	in-a-sentential-complement	the mechanic said the manager smile	6
2583	expected	1292	1292	be	in-a-sentential-complement	the mechanic said the manager is tall	6
2584	unexpected	1292	1292	be	in-a-sentential-complement	the mechanic said the manager are tall	6
2585	expected	1293	1293	be	in-a-sentential-complement	the mechanic said the manager is old	6
2586	unexpected	1293	1293	be	in-a-sentential-complement	the mechanic said the manager are old	6
2587	expected	1294	1294	be	in-a-sentential-complement	the mechanic said the manager is young	6
2588	unexpected	1294	1294	be	in-a-sentential-complement	the mechanic said the manager are young	6
2589	expected	1295	1295	be	in-a-sentential-complement	the mechanic said the manager is short	6
2590	unexpected	1295	1295	be	in-a-sentential-complement	the mechanic said the manager are short	6
2591	expected	1296	1296	laugh	in-a-sentential-complement	the mechanic said the customer laughs	6
2592	unexpected	1296	1296	laugh	in-a-sentential-complement	the mechanic said the customer laugh	6
2593	expected	1297	1297	swim	in-a-sentential-complement	the mechanic said the customer swims	6
2594	unexpected	1297	1297	swim	in-a-sentential-complement	the mechanic said the customer swim	6
2595	expected	1298	1298	smile	in-a-sentential-complement	the mechanic said the customer smiles	6
2596	unexpected	1298	1298	smile	in-a-sentential-complement	the mechanic said the customer smile	6
2597	expected	1299	1299	be	in-a-sentential-complement	the mechanic said the customer is tall	6
2598	unexpected	1299	1299	be	in-a-sentential-complement	the mechanic said the customer are tall	6
2599	expected	1300	1300	be	in-a-sentential-complement	the mechanic said the customer is old	6
2600	unexpected	1300	1300	be	in-a-sentential-complement	the mechanic said the customer are old	6
2601	expected	1301	1301	be	in-a-sentential-complement	the mechanic said the customer is young	6
2602	unexpected	1301	1301	be	in-a-sentential-complement	the mechanic said the customer are young	6
2603	expected	1302	1302	be	in-a-sentential-complement	the mechanic said the customer is short	6
2604	unexpected	1302	1302	be	in-a-sentential-complement	the mechanic said the customer are short	6
2605	expected	1303	1303	laugh	in-a-sentential-complement	the mechanic said the officer laughs	6
2606	unexpected	1303	1303	laugh	in-a-sentential-complement	the mechanic said the officer laugh	6
2607	expected	1304	1304	swim	in-a-sentential-complement	the mechanic said the officer swims	6
2608	unexpected	1304	1304	swim	in-a-sentential-complement	the mechanic said the officer swim	6
2609	expected	1305	1305	smile	in-a-sentential-complement	the mechanic said the officer smiles	6
2610	unexpected	1305	1305	smile	in-a-sentential-complement	the mechanic said the officer smile	6
2611	expected	1306	1306	be	in-a-sentential-complement	the mechanic said the officer is tall	6
2612	unexpected	1306	1306	be	in-a-sentential-complement	the mechanic said the officer are tall	6
2613	expected	1307	1307	be	in-a-sentential-complement	the mechanic said the officer is old	6
2614	unexpected	1307	1307	be	in-a-sentential-complement	the mechanic said the officer are old	6
2615	expected	1308	1308	be	in-a-sentential-complement	the mechanic said the officer is young	6
2616	unexpected	1308	1308	be	in-a-sentential-complement	the mechanic said the officer are young	6
2617	expected	1309	1309	be	in-a-sentential-complement	the mechanic said the officer is short	6
2618	unexpected	1309	1309	be	in-a-sentential-complement	the mechanic said the officer are short	6
2619	expected	1310	1310	laugh	in-a-sentential-complement	the mechanic said the teacher laughs	6
2620	unexpected	1310	1310	laugh	in-a-sentential-complement	the mechanic said the teacher laugh	6
2621	expected	1311	1311	swim	in-a-sentential-complement	the mechanic said the teacher swims	6
2622	unexpected	1311	1311	swim	in-a-sentential-complement	the mechanic said the teacher swim	6
2623	expected	1312	1312	smile	in-a-sentential-complement	the mechanic said the teacher smiles	6
2624	unexpected	1312	1312	smile	in-a-sentential-complement	the mechanic said the teacher smile	6
2625	expected	1313	1313	be	in-a-sentential-complement	the mechanic said the teacher is tall	6
2626	unexpected	1313	1313	be	in-a-sentential-complement	the mechanic said the teacher are tall	6
2627	expected	1314	1314	be	in-a-sentential-complement	the mechanic said the teacher is old	6
2628	unexpected	1314	1314	be	in-a-sentential-complement	the mechanic said the teacher are old	6
2629	expected	1315	1315	be	in-a-sentential-complement	the mechanic said the teacher is young	6
2630	unexpected	1315	1315	be	in-a-sentential-complement	the mechanic said the teacher are young	6
2631	expected	1316	1316	be	in-a-sentential-complement	the mechanic said the teacher is short	6
2632	unexpected	1316	1316	be	in-a-sentential-complement	the mechanic said the teacher are short	6
2633	expected	1317	1317	laugh	in-a-sentential-complement	the mechanic said the senator laughs	6
2634	unexpected	1317	1317	laugh	in-a-sentential-complement	the mechanic said the senator laugh	6
2635	expected	1318	1318	swim	in-a-sentential-complement	the mechanic said the senator swims	6
2636	unexpected	1318	1318	swim	in-a-sentential-complement	the mechanic said the senator swim	6
2637	expected	1319	1319	smile	in-a-sentential-complement	the mechanic said the senator smiles	6
2638	unexpected	1319	1319	smile	in-a-sentential-complement	the mechanic said the senator smile	6
2639	expected	1320	1320	be	in-a-sentential-complement	the mechanic said the senator is tall	6
2640	unexpected	1320	1320	be	in-a-sentential-complement	the mechanic said the senator are tall	6
2641	expected	1321	1321	be	in-a-sentential-complement	the mechanic said the senator is old	6
2642	unexpected	1321	1321	be	in-a-sentential-complement	the mechanic said the senator are old	6
2643	expected	1322	1322	be	in-a-sentential-complement	the mechanic said the senator is young	6
2644	unexpected	1322	1322	be	in-a-sentential-complement	the mechanic said the senator are young	6
2645	expected	1323	1323	be	in-a-sentential-complement	the mechanic said the senator is short	6
2646	unexpected	1323	1323	be	in-a-sentential-complement	the mechanic said the senator are short	6
2647	expected	1324	1324	laugh	in-a-sentential-complement	the mechanic said the consultant laughs	6
2648	unexpected	1324	1324	laugh	in-a-sentential-complement	the mechanic said the consultant laugh	6
2649	expected	1325	1325	swim	in-a-sentential-complement	the mechanic said the consultant swims	6
2650	unexpected	1325	1325	swim	in-a-sentential-complement	the mechanic said the consultant swim	6
2651	expected	1326	1326	smile	in-a-sentential-complement	the mechanic said the consultant smiles	6
2652	unexpected	1326	1326	smile	in-a-sentential-complement	the mechanic said the consultant smile	6
2653	expected	1327	1327	be	in-a-sentential-complement	the mechanic said the consultant is tall	6
2654	unexpected	1327	1327	be	in-a-sentential-complement	the mechanic said the consultant are tall	6
2655	expected	1328	1328	be	in-a-sentential-complement	the mechanic said the consultant is old	6
2656	unexpected	1328	1328	be	in-a-sentential-complement	the mechanic said the consultant are old	6
2657	expected	1329	1329	be	in-a-sentential-complement	the mechanic said the consultant is young	6
2658	unexpected	1329	1329	be	in-a-sentential-complement	the mechanic said the consultant are young	6
2659	expected	1330	1330	be	in-a-sentential-complement	the mechanic said the consultant is short	6
2660	unexpected	1330	1330	be	in-a-sentential-complement	the mechanic said the consultant are short	6
2661	expected	1331	1331	laugh	in-a-sentential-complement	the mechanic thought the author laughs	6
2662	unexpected	1331	1331	laugh	in-a-sentential-complement	the mechanic thought the author laugh	6
2663	expected	1332	1332	swim	in-a-sentential-complement	the mechanic thought the author swims	6
2664	unexpected	1332	1332	swim	in-a-sentential-complement	the mechanic thought the author swim	6
2665	expected	1333	1333	smile	in-a-sentential-complement	the mechanic thought the author smiles	6
2666	unexpected	1333	1333	smile	in-a-sentential-complement	the mechanic thought the author smile	6
2667	expected	1334	1334	be	in-a-sentential-complement	the mechanic thought the author is tall	6
2668	unexpected	1334	1334	be	in-a-sentential-complement	the mechanic thought the author are tall	6
2669	expected	1335	1335	be	in-a-sentential-complement	the mechanic thought the author is old	6
2670	unexpected	1335	1335	be	in-a-sentential-complement	the mechanic thought the author are old	6
2671	expected	1336	1336	be	in-a-sentential-complement	the mechanic thought the author is young	6
2672	unexpected	1336	1336	be	in-a-sentential-complement	the mechanic thought the author are young	6
2673	expected	1337	1337	be	in-a-sentential-complement	the mechanic thought the author is short	6
2674	unexpected	1337	1337	be	in-a-sentential-complement	the mechanic thought the author are short	6
2675	expected	1338	1338	laugh	in-a-sentential-complement	the mechanic thought the pilot laughs	6
2676	unexpected	1338	1338	laugh	in-a-sentential-complement	the mechanic thought the pilot laugh	6
2677	expected	1339	1339	swim	in-a-sentential-complement	the mechanic thought the pilot swims	6
2678	unexpected	1339	1339	swim	in-a-sentential-complement	the mechanic thought the pilot swim	6
2679	expected	1340	1340	smile	in-a-sentential-complement	the mechanic thought the pilot smiles	6
2680	unexpected	1340	1340	smile	in-a-sentential-complement	the mechanic thought the pilot smile	6
2681	expected	1341	1341	be	in-a-sentential-complement	the mechanic thought the pilot is tall	6
2682	unexpected	1341	1341	be	in-a-sentential-complement	the mechanic thought the pilot are tall	6
2683	expected	1342	1342	be	in-a-sentential-complement	the mechanic thought the pilot is old	6
2684	unexpected	1342	1342	be	in-a-sentential-complement	the mechanic thought the pilot are old	6
2685	expected	1343	1343	be	in-a-sentential-complement	the mechanic thought the pilot is young	6
2686	unexpected	1343	1343	be	in-a-sentential-complement	the mechanic thought the pilot are young	6
2687	expected	1344	1344	be	in-a-sentential-complement	the mechanic thought the pilot is short	6
2688	unexpected	1344	1344	be	in-a-sentential-complement	the mechanic thought the pilot are short	6
2689	expected	1345	1345	laugh	in-a-sentential-complement	the mechanic thought the surgeon laughs	6
2690	unexpected	1345	1345	laugh	in-a-sentential-complement	the mechanic thought the surgeon laugh	6
2691	expected	1346	1346	swim	in-a-sentential-complement	the mechanic thought the surgeon swims	6
2692	unexpected	1346	1346	swim	in-a-sentential-complement	the mechanic thought the surgeon swim	6
2693	expected	1347	1347	smile	in-a-sentential-complement	the mechanic thought the surgeon smiles	6
2694	unexpected	1347	1347	smile	in-a-sentential-complement	the mechanic thought the surgeon smile	6
2695	expected	1348	1348	be	in-a-sentential-complement	the mechanic thought the surgeon is tall	6
2696	unexpected	1348	1348	be	in-a-sentential-complement	the mechanic thought the surgeon are tall	6
2697	expected	1349	1349	be	in-a-sentential-complement	the mechanic thought the surgeon is old	6
2698	unexpected	1349	1349	be	in-a-sentential-complement	the mechanic thought the surgeon are old	6
2699	expected	1350	1350	be	in-a-sentential-complement	the mechanic thought the surgeon is young	6
2700	unexpected	1350	1350	be	in-a-sentential-complement	the mechanic thought the surgeon are young	6
2701	expected	1351	1351	be	in-a-sentential-complement	the mechanic thought the surgeon is short	6
2702	unexpected	1351	1351	be	in-a-sentential-complement	the mechanic thought the surgeon are short	6
2703	expected	1352	1352	laugh	in-a-sentential-complement	the mechanic thought the farmer laughs	6
2704	unexpected	1352	1352	laugh	in-a-sentential-complement	the mechanic thought the farmer laugh	6
2705	expected	1353	1353	swim	in-a-sentential-complement	the mechanic thought the farmer swims	6
2706	unexpected	1353	1353	swim	in-a-sentential-complement	the mechanic thought the farmer swim	6
2707	expected	1354	1354	smile	in-a-sentential-complement	the mechanic thought the farmer smiles	6
2708	unexpected	1354	1354	smile	in-a-sentential-complement	the mechanic thought the farmer smile	6
2709	expected	1355	1355	be	in-a-sentential-complement	the mechanic thought the farmer is tall	6
2710	unexpected	1355	1355	be	in-a-sentential-complement	the mechanic thought the farmer are tall	6
2711	expected	1356	1356	be	in-a-sentential-complement	the mechanic thought the farmer is old	6
2712	unexpected	1356	1356	be	in-a-sentential-complement	the mechanic thought the farmer are old	6
2713	expected	1357	1357	be	in-a-sentential-complement	the mechanic thought the farmer is young	6
2714	unexpected	1357	1357	be	in-a-sentential-complement	the mechanic thought the farmer are young	6
2715	expected	1358	1358	be	in-a-sentential-complement	the mechanic thought the farmer is short	6
2716	unexpected	1358	1358	be	in-a-sentential-complement	the mechanic thought the farmer are short	6
2717	expected	1359	1359	laugh	in-a-sentential-complement	the mechanic thought the manager laughs	6
2718	unexpected	1359	1359	laugh	in-a-sentential-complement	the mechanic thought the manager laugh	6
2719	expected	1360	1360	swim	in-a-sentential-complement	the mechanic thought the manager swims	6
2720	unexpected	1360	1360	swim	in-a-sentential-complement	the mechanic thought the manager swim	6
2721	expected	1361	1361	smile	in-a-sentential-complement	the mechanic thought the manager smiles	6
2722	unexpected	1361	1361	smile	in-a-sentential-complement	the mechanic thought the manager smile	6
2723	expected	1362	1362	be	in-a-sentential-complement	the mechanic thought the manager is tall	6
2724	unexpected	1362	1362	be	in-a-sentential-complement	the mechanic thought the manager are tall	6
2725	expected	1363	1363	be	in-a-sentential-complement	the mechanic thought the manager is old	6
2726	unexpected	1363	1363	be	in-a-sentential-complement	the mechanic thought the manager are old	6
2727	expected	1364	1364	be	in-a-sentential-complement	the mechanic thought the manager is young	6
2728	unexpected	1364	1364	be	in-a-sentential-complement	the mechanic thought the manager are young	6
2729	expected	1365	1365	be	in-a-sentential-complement	the mechanic thought the manager is short	6
2730	unexpected	1365	1365	be	in-a-sentential-complement	the mechanic thought the manager are short	6
2731	expected	1366	1366	laugh	in-a-sentential-complement	the mechanic thought the customer laughs	6
2732	unexpected	1366	1366	laugh	in-a-sentential-complement	the mechanic thought the customer laugh	6
2733	expected	1367	1367	swim	in-a-sentential-complement	the mechanic thought the customer swims	6
2734	unexpected	1367	1367	swim	in-a-sentential-complement	the mechanic thought the customer swim	6
2735	expected	1368	1368	smile	in-a-sentential-complement	the mechanic thought the customer smiles	6
2736	unexpected	1368	1368	smile	in-a-sentential-complement	the mechanic thought the customer smile	6
2737	expected	1369	1369	be	in-a-sentential-complement	the mechanic thought the customer is tall	6
2738	unexpected	1369	1369	be	in-a-sentential-complement	the mechanic thought the customer are tall	6
2739	expected	1370	1370	be	in-a-sentential-complement	the mechanic thought the customer is old	6
2740	unexpected	1370	1370	be	in-a-sentential-complement	the mechanic thought the customer are old	6
2741	expected	1371	1371	be	in-a-sentential-complement	the mechanic thought the customer is young	6
2742	unexpected	1371	1371	be	in-a-sentential-complement	the mechanic thought the customer are young	6
2743	expected	1372	1372	be	in-a-sentential-complement	the mechanic thought the customer is short	6
2744	unexpected	1372	1372	be	in-a-sentential-complement	the mechanic thought the customer are short	6
2745	expected	1373	1373	laugh	in-a-sentential-complement	the mechanic thought the officer laughs	6
2746	unexpected	1373	1373	laugh	in-a-sentential-complement	the mechanic thought the officer laugh	6
2747	expected	1374	1374	swim	in-a-sentential-complement	the mechanic thought the officer swims	6
2748	unexpected	1374	1374	swim	in-a-sentential-complement	the mechanic thought the officer swim	6
2749	expected	1375	1375	smile	in-a-sentential-complement	the mechanic thought the officer smiles	6
2750	unexpected	1375	1375	smile	in-a-sentential-complement	the mechanic thought the officer smile	6
2751	expected	1376	1376	be	in-a-sentential-complement	the mechanic thought the officer is tall	6
2752	unexpected	1376	1376	be	in-a-sentential-complement	the mechanic thought the officer are tall	6
2753	expected	1377	1377	be	in-a-sentential-complement	the mechanic thought the officer is old	6
2754	unexpected	1377	1377	be	in-a-sentential-complement	the mechanic thought the officer are old	6
2755	expected	1378	1378	be	in-a-sentential-complement	the mechanic thought the officer is young	6
2756	unexpected	1378	1378	be	in-a-sentential-complement	the mechanic thought the officer are young	6
2757	expected	1379	1379	be	in-a-sentential-complement	the mechanic thought the officer is short	6
2758	unexpected	1379	1379	be	in-a-sentential-complement	the mechanic thought the officer are short	6
2759	expected	1380	1380	laugh	in-a-sentential-complement	the mechanic thought the teacher laughs	6
2760	unexpected	1380	1380	laugh	in-a-sentential-complement	the mechanic thought the teacher laugh	6
2761	expected	1381	1381	swim	in-a-sentential-complement	the mechanic thought the teacher swims	6
2762	unexpected	1381	1381	swim	in-a-sentential-complement	the mechanic thought the teacher swim	6
2763	expected	1382	1382	smile	in-a-sentential-complement	the mechanic thought the teacher smiles	6
2764	unexpected	1382	1382	smile	in-a-sentential-complement	the mechanic thought the teacher smile	6
2765	expected	1383	1383	be	in-a-sentential-complement	the mechanic thought the teacher is tall	6
2766	unexpected	1383	1383	be	in-a-sentential-complement	the mechanic thought the teacher are tall	6
2767	expected	1384	1384	be	in-a-sentential-complement	the mechanic thought the teacher is old	6
2768	unexpected	1384	1384	be	in-a-sentential-complement	the mechanic thought the teacher are old	6
2769	expected	1385	1385	be	in-a-sentential-complement	the mechanic thought the teacher is young	6
2770	unexpected	1385	1385	be	in-a-sentential-complement	the mechanic thought the teacher are young	6
2771	expected	1386	1386	be	in-a-sentential-complement	the mechanic thought the teacher is short	6
2772	unexpected	1386	1386	be	in-a-sentential-complement	the mechanic thought the teacher are short	6
2773	expected	1387	1387	laugh	in-a-sentential-complement	the mechanic thought the senator laughs	6
2774	unexpected	1387	1387	laugh	in-a-sentential-complement	the mechanic thought the senator laugh	6
2775	expected	1388	1388	swim	in-a-sentential-complement	the mechanic thought the senator swims	6
2776	unexpected	1388	1388	swim	in-a-sentential-complement	the mechanic thought the senator swim	6
2777	expected	1389	1389	smile	in-a-sentential-complement	the mechanic thought the senator smiles	6
2778	unexpected	1389	1389	smile	in-a-sentential-complement	the mechanic thought the senator smile	6
2779	expected	1390	1390	be	in-a-sentential-complement	the mechanic thought the senator is tall	6
2780	unexpected	1390	1390	be	in-a-sentential-complement	the mechanic thought the senator are tall	6
2781	expected	1391	1391	be	in-a-sentential-complement	the mechanic thought the senator is old	6
2782	unexpected	1391	1391	be	in-a-sentential-complement	the mechanic thought the senator are old	6
2783	expected	1392	1392	be	in-a-sentential-complement	the mechanic thought the senator is young	6
2784	unexpected	1392	1392	be	in-a-sentential-complement	the mechanic thought the senator are young	6
2785	expected	1393	1393	be	in-a-sentential-complement	the mechanic thought the senator is short	6
2786	unexpected	1393	1393	be	in-a-sentential-complement	the mechanic thought the senator are short	6
2787	expected	1394	1394	laugh	in-a-sentential-complement	the mechanic thought the consultant laughs	6
2788	unexpected	1394	1394	laugh	in-a-sentential-complement	the mechanic thought the consultant laugh	6
2789	expected	1395	1395	swim	in-a-sentential-complement	the mechanic thought the consultant swims	6
2790	unexpected	1395	1395	swim	in-a-sentential-complement	the mechanic thought the consultant swim	6
2791	expected	1396	1396	smile	in-a-sentential-complement	the mechanic thought the consultant smiles	6
2792	unexpected	1396	1396	smile	in-a-sentential-complement	the mechanic thought the consultant smile	6
2793	expected	1397	1397	be	in-a-sentential-complement	the mechanic thought the consultant is tall	6
2794	unexpected	1397	1397	be	in-a-sentential-complement	the mechanic thought the consultant are tall	6
2795	expected	1398	1398	be	in-a-sentential-complement	the mechanic thought the consultant is old	6
2796	unexpected	1398	1398	be	in-a-sentential-complement	the mechanic thought the consultant are old	6
2797	expected	1399	1399	be	in-a-sentential-complement	the mechanic thought the consultant is young	6
2798	unexpected	1399	1399	be	in-a-sentential-complement	the mechanic thought the consultant are young	6
2799	expected	1400	1400	be	in-a-sentential-complement	the mechanic thought the consultant is short	6
2800	unexpected	1400	1400	be	in-a-sentential-complement	the mechanic thought the consultant are short	6
2801	expected	1401	1401	laugh	in-a-sentential-complement	the mechanic knew the author laughs	6
2802	unexpected	1401	1401	laugh	in-a-sentential-complement	the mechanic knew the author laugh	6
2803	expected	1402	1402	swim	in-a-sentential-complement	the mechanic knew the author swims	6
2804	unexpected	1402	1402	swim	in-a-sentential-complement	the mechanic knew the author swim	6
2805	expected	1403	1403	smile	in-a-sentential-complement	the mechanic knew the author smiles	6
2806	unexpected	1403	1403	smile	in-a-sentential-complement	the mechanic knew the author smile	6
2807	expected	1404	1404	be	in-a-sentential-complement	the mechanic knew the author is tall	6
2808	unexpected	1404	1404	be	in-a-sentential-complement	the mechanic knew the author are tall	6
2809	expected	1405	1405	be	in-a-sentential-complement	the mechanic knew the author is old	6
2810	unexpected	1405	1405	be	in-a-sentential-complement	the mechanic knew the author are old	6
2811	expected	1406	1406	be	in-a-sentential-complement	the mechanic knew the author is young	6
2812	unexpected	1406	1406	be	in-a-sentential-complement	the mechanic knew the author are young	6
2813	expected	1407	1407	be	in-a-sentential-complement	the mechanic knew the author is short	6
2814	unexpected	1407	1407	be	in-a-sentential-complement	the mechanic knew the author are short	6
2815	expected	1408	1408	laugh	in-a-sentential-complement	the mechanic knew the pilot laughs	6
2816	unexpected	1408	1408	laugh	in-a-sentential-complement	the mechanic knew the pilot laugh	6
2817	expected	1409	1409	swim	in-a-sentential-complement	the mechanic knew the pilot swims	6
2818	unexpected	1409	1409	swim	in-a-sentential-complement	the mechanic knew the pilot swim	6
2819	expected	1410	1410	smile	in-a-sentential-complement	the mechanic knew the pilot smiles	6
2820	unexpected	1410	1410	smile	in-a-sentential-complement	the mechanic knew the pilot smile	6
2821	expected	1411	1411	be	in-a-sentential-complement	the mechanic knew the pilot is tall	6
2822	unexpected	1411	1411	be	in-a-sentential-complement	the mechanic knew the pilot are tall	6
2823	expected	1412	1412	be	in-a-sentential-complement	the mechanic knew the pilot is old	6
2824	unexpected	1412	1412	be	in-a-sentential-complement	the mechanic knew the pilot are old	6
2825	expected	1413	1413	be	in-a-sentential-complement	the mechanic knew the pilot is young	6
2826	unexpected	1413	1413	be	in-a-sentential-complement	the mechanic knew the pilot are young	6
2827	expected	1414	1414	be	in-a-sentential-complement	the mechanic knew the pilot is short	6
2828	unexpected	1414	1414	be	in-a-sentential-complement	the mechanic knew the pilot are short	6
2829	expected	1415	1415	laugh	in-a-sentential-complement	the mechanic knew the surgeon laughs	6
2830	unexpected	1415	1415	laugh	in-a-sentential-complement	the mechanic knew the surgeon laugh	6
2831	expected	1416	1416	swim	in-a-sentential-complement	the mechanic knew the surgeon swims	6
2832	unexpected	1416	1416	swim	in-a-sentential-complement	the mechanic knew the surgeon swim	6
2833	expected	1417	1417	smile	in-a-sentential-complement	the mechanic knew the surgeon smiles	6
2834	unexpected	1417	1417	smile	in-a-sentential-complement	the mechanic knew the surgeon smile	6
2835	expected	1418	1418	be	in-a-sentential-complement	the mechanic knew the surgeon is tall	6
2836	unexpected	1418	1418	be	in-a-sentential-complement	the mechanic knew the surgeon are tall	6
2837	expected	1419	1419	be	in-a-sentential-complement	the mechanic knew the surgeon is old	6
2838	unexpected	1419	1419	be	in-a-sentential-complement	the mechanic knew the surgeon are old	6
2839	expected	1420	1420	be	in-a-sentential-complement	the mechanic knew the surgeon is young	6
2840	unexpected	1420	1420	be	in-a-sentential-complement	the mechanic knew the surgeon are young	6
2841	expected	1421	1421	be	in-a-sentential-complement	the mechanic knew the surgeon is short	6
2842	unexpected	1421	1421	be	in-a-sentential-complement	the mechanic knew the surgeon are short	6
2843	expected	1422	1422	laugh	in-a-sentential-complement	the mechanic knew the farmer laughs	6
2844	unexpected	1422	1422	laugh	in-a-sentential-complement	the mechanic knew the farmer laugh	6
2845	expected	1423	1423	swim	in-a-sentential-complement	the mechanic knew the farmer swims	6
2846	unexpected	1423	1423	swim	in-a-sentential-complement	the mechanic knew the farmer swim	6
2847	expected	1424	1424	smile	in-a-sentential-complement	the mechanic knew the farmer smiles	6
2848	unexpected	1424	1424	smile	in-a-sentential-complement	the mechanic knew the farmer smile	6
2849	expected	1425	1425	be	in-a-sentential-complement	the mechanic knew the farmer is tall	6
2850	unexpected	1425	1425	be	in-a-sentential-complement	the mechanic knew the farmer are tall	6
2851	expected	1426	1426	be	in-a-sentential-complement	the mechanic knew the farmer is old	6
2852	unexpected	1426	1426	be	in-a-sentential-complement	the mechanic knew the farmer are old	6
2853	expected	1427	1427	be	in-a-sentential-complement	the mechanic knew the farmer is young	6
2854	unexpected	1427	1427	be	in-a-sentential-complement	the mechanic knew the farmer are young	6
2855	expected	1428	1428	be	in-a-sentential-complement	the mechanic knew the farmer is short	6
2856	unexpected	1428	1428	be	in-a-sentential-complement	the mechanic knew the farmer are short	6
2857	expected	1429	1429	laugh	in-a-sentential-complement	the mechanic knew the manager laughs	6
2858	unexpected	1429	1429	laugh	in-a-sentential-complement	the mechanic knew the manager laugh	6
2859	expected	1430	1430	swim	in-a-sentential-complement	the mechanic knew the manager swims	6
2860	unexpected	1430	1430	swim	in-a-sentential-complement	the mechanic knew the manager swim	6
2861	expected	1431	1431	smile	in-a-sentential-complement	the mechanic knew the manager smiles	6
2862	unexpected	1431	1431	smile	in-a-sentential-complement	the mechanic knew the manager smile	6
2863	expected	1432	1432	be	in-a-sentential-complement	the mechanic knew the manager is tall	6
2864	unexpected	1432	1432	be	in-a-sentential-complement	the mechanic knew the manager are tall	6
2865	expected	1433	1433	be	in-a-sentential-complement	the mechanic knew the manager is old	6
2866	unexpected	1433	1433	be	in-a-sentential-complement	the mechanic knew the manager are old	6
2867	expected	1434	1434	be	in-a-sentential-complement	the mechanic knew the manager is young	6
2868	unexpected	1434	1434	be	in-a-sentential-complement	the mechanic knew the manager are young	6
2869	expected	1435	1435	be	in-a-sentential-complement	the mechanic knew the manager is short	6
2870	unexpected	1435	1435	be	in-a-sentential-complement	the mechanic knew the manager are short	6
2871	expected	1436	1436	laugh	in-a-sentential-complement	the mechanic knew the customer laughs	6
2872	unexpected	1436	1436	laugh	in-a-sentential-complement	the mechanic knew the customer laugh	6
2873	expected	1437	1437	swim	in-a-sentential-complement	the mechanic knew the customer swims	6
2874	unexpected	1437	1437	swim	in-a-sentential-complement	the mechanic knew the customer swim	6
2875	expected	1438	1438	smile	in-a-sentential-complement	the mechanic knew the customer smiles	6
2876	unexpected	1438	1438	smile	in-a-sentential-complement	the mechanic knew the customer smile	6
2877	expected	1439	1439	be	in-a-sentential-complement	the mechanic knew the customer is tall	6
2878	unexpected	1439	1439	be	in-a-sentential-complement	the mechanic knew the customer are tall	6
2879	expected	1440	1440	be	in-a-sentential-complement	the mechanic knew the customer is old	6
2880	unexpected	1440	1440	be	in-a-sentential-complement	the mechanic knew the customer are old	6
2881	expected	1441	1441	be	in-a-sentential-complement	the mechanic knew the customer is young	6
2882	unexpected	1441	1441	be	in-a-sentential-complement	the mechanic knew the customer are young	6
2883	expected	1442	1442	be	in-a-sentential-complement	the mechanic knew the customer is short	6
2884	unexpected	1442	1442	be	in-a-sentential-complement	the mechanic knew the customer are short	6
2885	expected	1443	1443	laugh	in-a-sentential-complement	the mechanic knew the officer laughs	6
2886	unexpected	1443	1443	laugh	in-a-sentential-complement	the mechanic knew the officer laugh	6
2887	expected	1444	1444	swim	in-a-sentential-complement	the mechanic knew the officer swims	6
2888	unexpected	1444	1444	swim	in-a-sentential-complement	the mechanic knew the officer swim	6
2889	expected	1445	1445	smile	in-a-sentential-complement	the mechanic knew the officer smiles	6
2890	unexpected	1445	1445	smile	in-a-sentential-complement	the mechanic knew the officer smile	6
2891	expected	1446	1446	be	in-a-sentential-complement	the mechanic knew the officer is tall	6
